-3.479086834591648691e-01,-4.582374881511516174e-01,-8.048102171977915553e-01,-2.087434372852994269e-01,-8.998863511418019323e-01,-3.709216471103994883e-01,-1.281192450695774476e-01,5.690458455947985383e-01,1.197289086237522060e+00,-3.941797445202352770e-03,1.260230749940753237e+00,6.094409696538188176e-02
9.741532607260848520e-02,1.607547164643747806e+00,3.763887264717580283e-01,-4.326045867688274038e-01,2.815303417495143568e-01,7.864414896829368118e-01,-3.092631200084891008e-01,-1.749920113780876196e+00,-4.641682005846122228e-01,3.391824365661317842e-01,-4.791540564265430735e-01,-6.858069326040358016e-01
1.709461409371255125e-01,-4.341061318281028703e-01,1.409973746678652162e-01,-4.723344980681160599e-01,-8.415005206489708511e-01,-2.884454402526390737e-01,-3.774448983491615062e-01,4.714048337638392927e-01,-5.907990934456109899e-01,4.260949047704084558e-01,1.056822992024271546e+00,-2.405459275441005351e-01
6.297090448376133631e-01,-3.949464156164191886e-01,1.140290143350846108e+00,-5.414296192415132269e-01,7.300124753226979735e-01,-1.896436542075284615e-01,-4.851012467258948302e-01,3.247169168458631794e-01,-9.274375063740550873e-01,5.529266531791183770e-01,-7.707271051361523906e-01,-3.752162845875648411e-01
1.727097536628075858e+00,2.716870461866672137e+00,3.698268159624915619e-01,8.028540999676814227e-01,3.504901319246576108e-01,4.147793502523689391e+00,-7.201491028191796540e-01,-1.979505086590572116e+00,-3.632509698069492088e-01,-7.074716635614818339e-01,-5.099776059408260842e-01,-7.547730656598915511e-01
2.814851141850312488e-01,1.456149518921744379e+00,4.067337963083910712e-01,1.907724082189761861e+00,3.803437696027623938e-01,8.587019871136954974e-01,-3.735431481988400471e-01,-1.709906109966620180e+00,-4.434852058609038417e-01,-1.398038278163062031e+00,-5.131279677835246522e-01,-6.895402796944101187e-01
-1.106214696230760186e+00,1.115406913754878326e+00,5.099040987923558754e-01,3.702544407081673761e-01,3.020415564520929075e-01,-3.654246709627093082e-01,2.275114916267350740e+00,-1.504093509502061332e+00,-5.437419946157027173e-01,-3.712699705755926893e-01,-3.826747418748906449e-01,5.231446962333430317e-02
-1.118699497650623265e+00,-4.531138578812350937e-01,-2.416522535658773285e-01,-2.306338077582943125e-01,-5.596034688549235414e-02,-4.733962297559586307e-01,2.392498835083398667e+00,5.236376796507317133e-01,1.862619941207895036e-01,1.870740388504622265e-01,7.802810181816866031e-02,2.898713425292782198e+00
3.363287238435906934e-01,-3.660856773110607310e-01,3.493342674992537811e-01,1.409061714816079780e+00,2.364496378480381855e-01,-2.177031034610528715e-01,-3.763267046369079827e-01,2.062364578825218731e-01,-5.205581583301968074e-01,-1.243164180204666680e+00,-4.156117476307947811e-01,-2.964901279102080123e-01
-2.148539665085485439e-01,-4.409513243171737651e-01,-6.962313780073541292e-01,-5.010997516516958461e-01,4.910034763819017267e-01,-3.449699003033410150e-01,-2.120773324131131621e-01,5.030365396054248261e-01,7.282367048347961891e-01,4.758502362857695567e-01,-6.684257835970933703e-01,-5.445313347776403051e-02
